3.44	92.35
3.45	92.35
3.47	92.35
3.49	92.35
3.50	92.35
3.52	92.31
3.54	92.31
3.55	92.31
3.57	92.31
3.59	92.31
3.60	92.28
3.62	92.31
3.64	92.31
3.65	92.31
3.67	92.28
3.69	92.25
3.70	92.25
3.72	92.21
3.74	92.18
3.75	92.21
3.77	92.25
3.79	92.21
3.80	92.18
3.82	92.14
3.84	92.14
3.85	92.14
3.87	92.14
3.89	92.11
3.90	92.11
3.92	92.11
3.94	92.08
3.95	92.04
3.97	92.01
3.99	91.97
4.00	91.97
4.02	91.94
4.04	91.97
4.05	91.94
4.07	91.97
4.09	91.94
4.10	91.87
4.12	91.84
4.14	91.84
4.15	91.84
4.17	91.84
4.19	91.84
4.20	91.80
4.22	91.80
4.24	91.77
4.25	91.80
4.27	91.74
4.29	91.74
4.30	91.77
4.32	91.74
4.34	91.70
4.35	91.70
4.37	91.64
4.39	91.67
4.40	91.64
4.42	91.60
4.44	91.60
4.45	91.64
4.47	91.57
4.49	91.57
4.50	91.60
4.52	91.60
4.54	91.57
4.55	91.57
4.57	91.60
4.59	91.60
4.60	91.57
4.62	91.57
4.64	91.53
4.65	91.53
4.67	91.53
4.69	91.57
4.70	91.47
4.72	91.47
4.74	91.43
4.75	91.43
4.77	91.43
4.79	91.40
4.80	91.40
4.82	91.40
4.84	91.40
4.85	91.36
4.87	91.33
4.89	91.33
4.90	91.30
4.92	91.26
4.94	91.26
4.95	91.23
4.97	91.23
4.99	91.20
5.00	91.16
5.02	91.16
5.04	91.03
5.05	91.09
5.07	91.06
5.09	91.06
5.10	91.06
5.12	91.03
5.14	91.03
5.15	90.99
5.17	90.99
5.19	90.96
5.20	90.96
5.22	90.92
5.24	90.92
5.25	90.86
5.27	90.86
5.29	90.86
5.30	90.86
5.32	90.82
5.34	90.79
5.35	90.79
5.37	90.79
5.39	90.76
5.40	90.72
5.42	90.65
5.44	90.65
5.45	90.65
5.47	90.62
5.49	90.59
5.50	90.59
5.52	90.55
5.54	90.59
5.55	90.59
5.57	90.52
5.59	90.55
5.60	90.52
5.62	90.45
5.64	90.48
5.65	90.42
5.67	90.42
5.69	90.38
5.70	90.38
5.72	90.38
5.74	90.35
5.75	90.35
5.77	90.31
5.79	90.28
5.80	90.25
5.82	90.25
5.84	90.28
5.85	90.21
5.87	90.21
5.89	90.18
5.90	90.25
5.92	90.21
5.94	90.11
5.95	90.15
5.97	90.08
5.99	90.04
6.00	90.04
6.02	90.04
6.04	90.01
6.05	89.98
6.07	89.91
6.09	89.94
6.10	89.94
6.12	89.87
6.14	89.84
6.15	89.81
6.17	89.81
6.19	89.77
6.20	89.81
6.22	89.77
6.24	89.77
6.25	89.77
6.27	89.74
6.29	89.74
6.30	89.74
6.32	89.74
6.34	89.71
6.35	89.71
6.37	89.67
6.39	89.67
6.40	89.64
6.42	89.64
6.44	89.60
6.45	89.64
6.47	89.64
6.49	89.57
6.50	89.60
6.52	89.57
6.54	89.60
6.55	89.60
6.57	89.60
6.59	89.60
6.60	89.60
6.62	89.64
6.64	89.60
6.65	89.60
6.67	89.64
6.69	89.64
6.70	89.60
6.72	89.64
6.74	89.64
6.75	89.64
6.77	89.60
6.79	89.60
6.80	89.67
6.82	89.67
6.84	89.64
6.85	89.67
6.87	89.71
6.89	89.74
6.90	89.74
6.92	89.77
6.94	89.74
6.95	89.74
6.97	89.81
6.99	89.77
7.00	89.77
7.02	89.74
7.04	89.84
7.05	89.84
7.07	89.84
7.09	89.84
7.10	89.81
7.12	89.81
7.14	89.81
7.15	89.84
7.17	89.81
7.19	89.77
7.20	89.77
7.22	89.81
7.24	89.77
7.25	89.77
7.27	89.77
7.29	89.74
7.30	89.71
7.32	89.67
7.34	89.64
7.35	89.60
7.37	89.57
7.39	89.54
7.40	89.50
7.42	89.43
7.44	89.43
7.45	89.43
7.47	89.37
7.49	89.40
7.50	89.33
7.52	89.30
7.54	89.23
7.55	89.16
7.57	89.20
7.59	89.13
7.60	89.10
7.62	89.10
7.64	89.10
7.65	89.06
7.67	88.99
7.69	88.96
7.70	88.96
7.72	88.96
7.74	88.89
7.75	88.93
7.77	88.86
7.79	88.79
7.80	88.76
7.82	88.76
7.84	88.62
7.85	88.59
7.87	88.62
7.89	88.59
7.90	88.55
7.92	88.52
7.94	88.52
7.95	88.49
7.97	88.45
7.99	88.42
8.00	88.42
8.02	88.32
8.04	88.25
8.05	88.28
8.07	88.18
8.09	88.15
8.10	88.11
8.12	88.15
8.14	88.08
8.15	88.05
8.17	88.05
8.19	87.98
8.20	87.88
8.22	87.91
8.24	87.88
8.25	87.81
8.27	87.81
8.29	87.74
8.30	87.71
8.32	87.71
8.34	87.61
8.35	87.61
8.37	87.57
8.39	87.54
8.40	87.57
8.42	87.47
8.44	87.40
8.45	87.40
8.47	87.30
8.49	87.37
8.50	87.30
8.52	87.27
8.54	87.17
8.55	87.23
8.57	87.13
8.59	87.13
8.60	87.03
8.62	87.03
8.64	87.00
8.65	87.03
8.67	86.93
8.69	86.83
8.70	86.79
8.72	86.73
8.74	86.66
8.75	86.62
8.77	86.59
8.79	86.49
8.80	86.45
8.82	86.45
8.84	86.42
8.85	86.39
8.87	86.25
8.89	86.22
8.90	86.18
8.92	86.12
8.94	86.18
8.95	86.08
8.97	86.05
8.99	85.98
9.00	85.88
9.02	85.88
9.04	85.78
9.05	85.68
9.07	85.61
9.09	85.54
9.10	85.47
9.12	85.47
9.14	85.44
9.15	85.34
9.17	85.30
9.19	85.24
9.20	85.27
9.22	85.27
9.24	85.17
9.25	85.07
9.27	84.93
9.29	84.96
9.30	84.86
9.32	84.83
9.34	84.69
9.35	84.69
9.37	84.63
9.39	84.56
9.40	84.52
9.42	84.56
9.44	84.35
9.45	84.35
9.47	84.35
9.49	84.29
9.50	84.19
9.52	84.15
9.54	84.12
9.55	83.98
9.57	83.95
9.59	83.91
9.60	83.85
9.62	83.71
9.64	83.68
9.65	83.68
9.67	83.58
9.69	83.54
9.70	83.54
9.72	83.34
9.74	83.27
9.75	83.24
9.77	83.17
9.79	83.07
9.80	83.00
9.82	82.97
9.84	82.90
9.85	82.83
9.87	82.76
9.89	82.73
9.90	82.66
9.92	82.53
9.94	82.49
9.95	82.46
9.97	82.39
9.99	82.26
10.00	82.19
10.02	82.12
10.04	82.09
10.05	81.98
10.07	81.82
10.09	81.68
10.10	81.61
10.12	81.58
10.14	81.48
10.15	81.44
10.17	81.34
10.19	81.27
10.20	81.21
10.22	81.17
10.24	80.93
10.25	80.87
10.27	80.83
10.29	80.66
10.30	80.66
10.32	80.53
10.34	80.33
10.35	80.26
10.37	80.36
10.39	80.19
10.40	79.92
10.42	79.78
10.44	79.75
10.45	79.58
10.47	79.51
10.49	79.51
10.50	79.38
10.52	79.24
10.54	79.14
10.55	79.11
10.57	78.97
10.59	78.94
10.60	78.90
10.62	78.70
10.64	78.63
10.65	78.67
10.67	78.46
10.69	78.50
10.70	78.56
10.72	78.29
10.74	78.43
10.75	78.36
10.77	78.33
10.79	78.39
10.80	78.29
10.82	78.02
10.84	78.02
10.85	78.09
10.87	78.02
10.89	77.95
10.90	77.85
10.92	77.95
10.94	77.85
10.95	77.92
10.97	77.85
10.99	77.82
11.00	77.79
11.02	77.85
11.04	77.85
11.05	77.85
11.07	77.82
11.09	77.65
11.10	77.58
11.12	77.51
11.14	77.38
11.15	77.35
11.17	77.18
11.19	77.04
11.20	76.84
11.22	76.77
11.24	76.63
11.25	76.46
11.27	76.16
11.29	76.16
11.30	75.96
11.32	75.75
11.34	75.62
11.35	75.58
11.37	75.35
11.39	75.14
11.40	74.94
11.42	74.91
11.44	74.77
11.45	74.64
11.47	74.53
11.49	74.40
11.50	74.16
11.52	73.96
11.54	73.92
11.55	73.92
11.57	73.92
11.59	73.79
11.60	73.79
11.62	73.76
11.64	73.69
11.65	73.69
11.67	73.69
11.69	73.59
11.70	73.69
11.72	73.79
11.74	73.65
11.75	73.55
11.77	73.69
11.79	73.69
11.80	73.72
11.82	73.89
11.84	73.82
11.85	73.76
11.87	73.65
11.89	73.65
11.90	73.55
11.92	73.52
11.94	73.55
11.95	73.35
11.97	73.32
11.99	73.25
12.00	73.15
12.02	73.11
12.04	73.01
12.05	72.94
12.07	72.74
12.09	72.71
12.10	72.54
12.12	72.40
12.14	72.16
12.15	72.23
12.17	72.03
12.19	71.79
12.20	71.83
12.22	71.52
12.24	71.55
12.25	71.52
12.27	71.39
12.29	71.11
12.30	70.94
12.32	70.94
12.34	70.64
12.35	70.64
12.37	70.47
12.39	70.27
12.40	70.23
12.42	70.10
12.44	70.06
12.45	69.86
12.47	69.76
12.49	69.52
12.50	69.42
12.52	69.25
12.54	69.12
12.55	69.01
12.57	68.78
12.59	68.85
12.60	68.61
12.62	68.54
12.64	68.20
12.65	68.17
12.67	68.20
12.69	68.07
12.70	68.00
12.72	67.86
12.74	67.69
12.75	67.49
12.77	67.46
12.79	67.36
12.80	67.15
12.82	67.22
12.84	67.22
12.85	66.88
12.87	66.95
12.89	66.64
12.90	66.58
12.92	66.61
12.94	66.34
12.95	66.34
12.97	66.20
12.99	65.93
13.00	65.73
13.02	65.73
13.04	65.53
13.05	65.46
13.07	65.56
13.09	65.53
13.10	65.36
13.12	65.43
13.14	65.22
13.15	65.12
13.17	65.02
13.19	64.95
13.20	64.95
13.22	64.75
13.24	64.68
13.25	64.44
13.27	64.48
13.29	64.38
13.30	64.10
13.32	64.24
13.34	64.04
13.35	63.97
13.37	63.80
13.39	63.73
13.40	63.49
13.42	63.43
13.44	63.22
13.45	63.29
13.47	63.16
13.49	62.99
13.50	63.02
13.52	62.95
13.54	62.92
13.55	62.78
13.57	62.55
13.59	62.58
13.60	62.61
13.62	62.24
13.64	62.11
13.65	62.00
13.67	61.97
13.69	61.97
13.70	61.60
13.72	61.67
13.74	61.50
13.75	61.26
13.77	61.53
13.79	61.23
13.80	60.89
13.82	60.79
13.84	61.02
13.85	60.99
13.87	60.89
13.89	60.72
13.90	60.65
13.92	60.75
13.94	60.31
13.95	60.11
13.97	60.24
13.99	60.01
14.00	60.04
14.02	59.91
14.04	59.80
14.05	59.60
14.07	59.60
14.09	59.43
14.10	59.33
14.12	59.36
14.14	59.23
14.15	59.13
14.17	59.09
14.19	59.23
14.20	59.16
14.22	58.86
14.24	58.75
14.25	58.89
14.27	58.79
14.29	58.52
14.30	58.55
14.32	58.69
14.34	58.65
14.35	58.38
14.37	58.45
14.39	58.42
14.40	58.45
14.42	58.58
14.44	58.62
14.45	58.35
14.47	58.42
14.49	58.52
14.50	58.18
14.52	58.25
14.54	58.25
14.55	58.18
14.57	58.25
14.59	57.87
14.60	57.91
14.62	58.08
14.64	58.01
14.65	57.64
14.67	57.30
14.69	57.20
14.70	56.89
14.72	56.99
14.74	56.72
14.75	56.52
14.77	56.42
14.79	56.11
14.80	55.84
14.82	55.47
14.84	55.37
14.85	55.03
14.87	54.99
14.89	54.86
14.90	54.79
14.92	54.66
14.94	54.52
14.95	54.22
14.97	53.98
14.99	53.54
15.00	53.57
15.02	53.71
15.04	53.30
15.05	53.20
15.07	53.17
15.09	53.00
15.10	52.83
15.12	52.39
15.14	52.35
15.15	52.52
15.17	52.56
15.19	52.49
15.20	52.42
15.22	52.05
15.24	52.15
15.25	52.18
15.27	51.78
15.29	51.95
15.30	51.54
15.32	51.51
15.34	51.68
15.35	51.64
15.37	51.64
15.39	51.54
15.40	51.54
15.42	51.30
15.44	51.30
15.45	51.17
15.47	51.37
15.49	51.51
15.50	51.44
15.52	51.17
15.54	50.93
15.55	50.76
15.57	50.93
15.59	51.24
15.60	51.07
15.62	50.86
15.64	50.90
15.65	50.73
15.67	50.66
15.69	50.52
15.70	50.59
15.72	50.52
15.74	50.42
15.75	50.29
15.77	50.32
15.79	50.02
15.80	49.88
15.82	49.78
15.84	50.05
15.85	49.48
15.87	49.51
15.89	49.37
15.90	49.31
15.92	49.24
15.94	48.93
15.95	48.59
15.97	48.76
15.99	48.59
16.00	48.87
16.02	48.36
16.04	48.66
16.05	48.02
16.07	47.95
16.09	47.92
16.10	47.58
16.12	47.48
16.14	46.94
16.15	46.87
16.17	46.90
16.19	46.46
16.20	46.43
16.22	46.83
16.24	46.56
16.25	46.43
16.27	46.22
16.29	45.99
16.30	45.58
16.32	45.82
16.34	45.75
16.35	45.55
16.37	45.41
16.39	45.31
16.40	45.14
16.42	45.14
16.44	45.28
16.45	45.14
16.47	45.21
16.49	44.60
16.50	44.84
16.52	44.70
16.54	44.67
16.55	44.46
16.57	44.06
16.59	43.68
16.60	43.75
16.62	43.68
16.64	43.48
16.65	43.62
16.67	43.35
16.69	43.62
16.70	43.18
16.72	43.11
16.74	42.57
16.75	42.80
16.77	42.60
16.79	42.74
16.80	42.60
16.82	42.53
16.84	42.50
16.85	42.36
16.87	42.19
16.89	41.99
16.90	41.82
16.92	41.65
16.94	41.82
16.95	41.89
16.97	41.55
16.99	41.28
17.00	41.52
17.02	41.25
17.04	41.04
17.05	41.11
17.07	41.21
17.09	40.87
17.10	40.84
17.12	41.08
17.14	40.50
17.15	40.98
17.17	40.74
17.19	40.50
17.20	39.82
17.22	39.69
17.24	39.86
17.25	39.82
17.27	39.93
17.29	39.59
17.30	39.32
17.32	39.08
17.34	39.59
17.35	39.35
17.37	39.21
17.39	38.88
17.40	39.01
17.42	38.77
17.44	38.60
17.45	38.33
17.47	38.13
17.49	38.00
17.50	38.00
17.52	37.89
17.54	37.89
17.55	38.13
17.57	38.37
17.59	37.79
17.60	37.59
17.62	37.42
17.64	37.28
17.65	36.88
17.67	37.08
17.69	37.01
17.70	36.71
17.72	36.98
17.74	36.81
17.75	36.23
17.77	36.40
17.79	36.37
17.80	36.30
17.82	36.17
17.84	36.17
17.85	35.90
17.87	35.76
17.89	36.03
17.90	35.76
17.92	35.90
17.94	35.83
17.95	35.18
17.97	35.12
17.99	34.91
18.00	34.78
18.02	34.81
18.04	34.85
18.05	34.85
18.07	34.58
18.09	34.10
18.10	34.17
18.12	34.64
18.14	34.54
18.15	33.90
18.17	33.93
18.19	34.10
18.20	33.80
18.22	33.86
18.24	33.32
18.25	33.22
18.27	33.05
18.29	32.71
18.30	33.22
18.32	33.19
18.34	32.88
18.35	32.71
18.37	32.75
18.39	32.51
18.40	32.48
18.42	32.54
18.44	31.97
18.45	32.44
18.47	32.27
18.49	32.34
18.50	32.07
18.52	31.87
18.54	31.36
18.55	31.22
18.57	31.73
18.59	31.56
18.60	31.05
18.62	31.53
18.64	31.22
18.65	30.85
18.67	30.55
18.69	30.38
18.70	30.82
18.72	30.44
18.74	30.27
18.75	29.97
18.77	30.24
18.79	29.77
18.80	29.70
18.82	29.94
18.84	29.70
18.85	29.80
18.87	29.73
18.89	29.22
18.90	28.65
18.92	29.39
18.94	29.02
18.95	29.09
18.97	28.99
18.99	28.68
19.00	28.82
19.02	28.78
19.04	28.31
19.05	27.90
19.07	28.11
19.09	28.14
19.10	27.97
19.12	28.21
19.14	28.07
19.15	27.77
19.17	27.29
19.19	27.06
19.20	27.26
19.22	27.09
19.24	26.96
19.25	26.89
19.27	27.02
19.29	27.12
19.30	26.72
19.32	26.58
19.34	26.62
19.35	26.28
19.37	26.24
19.39	26.24
19.40	25.97
19.42	25.57
19.44	25.94
19.45	26.14
19.47	25.87
19.49	25.63
19.50	25.67
19.52	25.16
19.54	25.16
19.55	25.13
19.57	24.75
19.59	23.98
19.60	24.08
19.62	24.45
19.64	24.55
19.65	24.01
19.67	24.04
19.69	24.25
19.70	24.18
19.72	23.60
19.74	23.81
19.75	23.81
19.77	23.54
19.79	23.60
19.80	23.16
19.82	23.47
19.84	23.47
19.85	23.33
19.87	23.13
19.89	22.93
19.90	22.96
19.92	23.03
19.94	22.86
19.95	22.62
19.97	22.42
19.99	22.08
20.00	22.01
20.02	21.88
20.04	21.54
20.05	21.50
20.07	21.50
20.09	21.57
20.10	21.54
20.12	21.06
20.14	21.33
20.15	21.50
20.17	21.23
20.19	20.66
20.20	21.20
20.22	21.50
20.24	20.83
20.25	20.32
20.27	20.08
20.29	20.42
20.30	20.18
20.32	20.28
20.34	20.12
20.35	20.25
20.37	20.08
20.39	19.61
20.40	19.88
20.42	20.18
20.44	19.23
20.45	19.44
20.47	19.20
20.49	18.76
20.50	18.76
20.52	18.63
20.54	19.40
20.55	19.74
20.57	19.47
20.59	19.00
20.60	18.83
20.62	18.29
20.64	18.42
20.65	17.85
20.67	18.15
20.69	18.12
20.70	18.18
20.72	17.81
20.74	17.51
20.75	17.44
20.77	17.41
20.79	16.66
20.80	16.86
20.82	16.90
20.84	17.91
20.85	18.32
20.87	18.83
20.89	19.57
20.90	20.59
20.92	21.33
20.94	21.33
20.95	23.43
20.97	31.87
20.99	55.30
21.00	67.59
21.02	74.09
21.04	77.51
21.05	79.82
21.07	81.61
21.09	83.37
21.10	84.35
21.12	84.93
21.14	85.51
21.15	86.01
21.17	86.29
21.19	86.59
21.20	86.79
21.22	87.10
21.24	87.33
21.25	87.57
21.27	87.78
21.29	87.94
21.30	88.11
21.32	88.25
21.34	88.42
21.35	88.45
21.37	88.59
21.39	88.66
21.40	88.79
21.42	88.86
21.44	89.03
21.45	89.06
21.47	89.16
21.49	89.27
21.50	89.33
21.52	89.43
21.54	89.47
21.55	89.57
21.57	89.67
21.59	89.74
21.60	89.77
21.62	89.91
21.64	89.94
21.65	89.98
21.67	90.08
21.69	90.11
21.70	90.18
21.72	90.25
21.74	90.28
21.75	90.31
21.77	90.35
21.79	90.42
21.80	90.42
21.82	90.52
21.84	90.52
21.85	90.55
21.87	90.62
21.89	90.62
21.90	90.65
21.92	90.69
21.94	90.72
21.95	90.76
21.97	90.79
21.99	90.79
22.00	90.89
22.02	90.89
22.04	90.92
22.05	90.92
22.07	90.92
22.09	90.96
22.10	90.99
22.12	91.03
22.14	91.06
22.15	91.09
22.17	91.09
22.19	91.09
22.20	91.13
22.22	91.13
22.24	91.09
22.25	91.13
22.27	91.16
22.29	91.13
22.30	91.13
22.32	91.16
22.34	91.16
22.35	91.20
22.37	91.16
22.39	91.20
22.40	91.20
22.42	91.26
22.44	91.23
22.45	91.30
22.47	91.26
22.49	91.20
22.50	91.30
22.52	91.30
22.54	91.30
22.55	91.26
22.57	91.30
22.59	91.30
22.60	91.33
22.62	91.30
22.64	91.26
22.65	91.26
22.67	91.26
22.69	91.30
22.70	91.26
22.72	91.30
22.74	91.30
22.75	91.23
22.77	91.23
22.79	91.23
22.80	91.20
22.82	91.26
22.84	91.23
22.85	91.26
22.87	91.30
22.89	91.30
22.90	91.30
22.92	91.33
22.94	91.30
22.95	91.30
22.97	91.30
22.99	91.33
23.00	91.30
23.02	91.30
23.04	91.30
23.05	91.33
23.07	91.26
23.09	91.26
23.10	91.30
23.12	91.26
23.14	91.30
23.15	91.26
23.17	91.26
23.19	91.33
23.20	91.30
23.22	91.26
23.24	91.30
23.25	91.30
23.27	91.26
23.29	91.26
23.30	91.30
23.32	91.23
23.34	91.23
23.35	91.30
23.37	91.23
23.39	91.30
23.40	91.23
23.42	91.30
23.44	91.30
23.45	91.30
23.47	91.23
23.49	91.26
23.50	91.30
23.52	91.26
23.54	91.26
23.55	91.26
23.57	91.23
23.59	91.26
23.60	91.26
23.62	91.23
23.64	91.23
23.65	91.26
23.67	91.26
23.69	91.23
23.70	91.26
23.72	91.23
23.74	91.26
23.75	91.20
23.77	91.23
23.79	91.23
23.80	91.23
23.82	91.23
23.84	91.23
23.85	91.20
23.87	91.23
23.89	91.20
23.90	91.20
23.92	91.20
23.94	91.20
23.95	91.23
23.97	91.20
23.99	91.16
24.00	91.20
24.02	91.20
24.04	91.13
24.05	91.16
24.07	91.16
24.09	91.16
24.10	91.09
24.12	91.16
24.14	91.13
24.15	91.20
24.17	91.16
24.19	91.16
24.20	91.13
24.22	91.13
24.24	91.13
24.25	91.20
24.27	91.20
24.29	91.16
24.30	91.13
24.32	91.20
24.34	91.16
24.35	91.16
24.37	91.16
24.39	91.13
24.40	91.16
24.42	91.16
24.44	91.16
24.45	91.13
24.47	91.13
24.49	91.13
24.50	91.16
24.52	91.09
24.54	91.09
24.55	91.09
24.57	91.13
24.59	91.13
24.60	91.09
24.62	91.09
24.64	91.06
24.65	91.06
24.67	91.09
24.69	91.09
24.70	91.03
24.72	90.86
24.74	90.82
24.75	90.79
24.77	90.82
24.79	90.76
24.80	90.79
24.82	90.82
24.84	90.82
24.85	90.82
24.87	90.86
24.89	90.82
24.90	90.86
24.92	90.92
24.94	90.89
24.95	90.92
24.97	90.92
24.99	90.92
25.00	90.92
25.02	90.96
25.04	90.99
25.05	90.99
25.07	91.03
25.09	90.99
25.10	91.03
25.12	91.06
25.14	91.06
25.15	91.06
25.17	91.03
25.19	91.03
25.20	91.03
25.22	91.03
25.24	90.99
25.25	91.03
25.27	91.09
25.29	91.09
25.30	91.09
25.32	91.09
25.34	91.09
25.35	91.13
25.37	91.13
25.39	91.13
25.40	91.13
25.42	91.13
25.44	91.13
25.45	91.13
25.47	91.13
25.49	91.16
25.50	91.13
25.52	91.16
25.54	91.16
25.55	91.20
25.57	91.20
25.59	91.16
25.60	91.13
25.62	91.16
25.64	91.13
25.65	91.16
25.67	91.13
25.69	91.20
25.70	91.13
25.72	91.13
25.74	91.13
25.75	91.13
25.77	91.09
25.79	91.16
25.80	91.13
25.82	91.16
25.84	91.16
25.85	91.16
25.87	91.16
25.89	91.13
25.90	91.16
25.92	91.16
25.94	91.13
25.95	91.16
25.97	91.13
25.99	91.13
26.00	91.13
26.02	91.13
26.04	91.16
26.05	91.13
26.07	91.13
26.09	91.16
26.10	91.13
26.12	91.16
26.14	91.20
26.15	91.16
26.17	91.13
26.19	91.13
26.20	91.20
26.22	91.20
26.24	91.16
26.25	91.16
26.27	91.16
26.29	91.16
26.30	91.16
26.32	91.16
26.34	91.13
26.35	91.16
26.37	91.16
26.39	91.20
26.40	90.99
26.42	91.23
26.44	91.23
26.45	91.09
26.47	91.09
26.49	90.99
26.50	90.89
26.52	90.82
26.54	90.48
26.55	90.42
26.57	89.27
26.59	85.34
26.60	81.98
26.62	77.79
26.64	72.88
26.65	70.00
26.67	66.41
26.69	63.02
26.70	59.87
26.72	56.45
26.74	53.95
26.75	51.34
26.77	49.14
26.79	47.31
26.80	44.46
26.82	42.77
26.84	41.31
26.85	39.93
26.87	38.37
26.89	37.22
26.90	36.00
26.92	34.71
26.94	33.69
26.95	32.68
26.97	31.93
26.99	31.59
27.00	31.32
27.02	30.00
27.04	29.66
27.05	28.99
27.07	28.75
27.09	28.89
27.10	28.48
27.12	27.80
27.14	27.43
27.15	27.06
27.17	27.06
27.19	26.14
27.20	26.45
27.22	25.97
27.24	25.74
27.25	24.92
27.27	23.81
27.29	22.86
27.30	23.03
27.32	22.55
27.34	21.88
27.35	21.20
27.37	21.98
27.39	21.54
27.40	21.20
27.42	20.89
27.44	21.06
27.45	21.33
27.47	20.39
27.49	19.40
27.50	19.23
27.52	18.83
27.54	18.83
27.55	18.83
27.57	18.46
27.59	18.86
27.60	19.40
27.62	19.40
27.64	20.15
27.65	24.79
27.67	27.84
27.69	30.27
27.70	33.08
27.72	34.27
27.74	35.86
27.75	36.78
27.77	38.00
27.79	38.98
27.80	40.09
27.82	40.81
27.84	41.99
27.85	42.09
27.87	42.47
27.89	42.97
27.90	43.38
27.92	43.58
27.94	43.92
27.95	43.41
27.97	43.35
27.99	42.97
28.00	42.80
28.02	42.74
28.04	42.87
28.05	42.80
28.07	42.30
28.09	42.19
28.10	42.19
28.12	42.09
28.14	42.19
28.15	42.50
28.17	41.96
28.19	41.82
28.20	41.79
28.22	41.92
28.24	42.03
28.25	41.62
28.27	41.62
28.29	41.75
28.30	41.31
28.32	41.62
28.34	41.69
28.35	41.58
28.37	41.99
28.39	41.79
28.40	42.06
28.42	41.69
28.44	42.26
28.45	42.13
28.47	41.92
28.49	41.82
28.50	41.86
28.52	41.92
28.54	41.89
28.55	41.65
28.57	41.52
28.59	41.89
28.60	41.75
28.62	41.58
28.64	41.82
28.65	41.48
28.67	41.35
28.69	41.72
28.70	41.21
28.72	41.62
28.74	41.28
28.75	41.08
28.77	40.77
28.79	41.11
28.80	40.87
28.82	40.91
28.84	40.98
28.85	40.87
28.87	40.74
28.89	40.54
28.90	40.40
28.92	40.64
28.94	40.94
28.95	40.43
28.97	40.40
28.99	40.64
29.00	40.54
29.02	40.09
29.04	40.09
29.05	39.86
29.07	40.37
29.09	40.81
29.10	40.47
29.12	40.47
29.14	40.47
29.15	40.43
29.17	40.30
